model,id,title,authors
book.book,22493,The Origins of the Civil Rights Movements: Black Communities Organizing for Change,Aldon D. Morris
book.book,22495,The Origin of the Bible,F.F. Bruce/Philip W. Comfort/Carl F.H. Henry/J.I. Packer
book.book,22499,Country of Origin,Don  Lee
book.book,22508,The Making of a Philosopher: My Journey Through Twentieth-Century Philosophy,Colin McGinn
book.book,22514,The Beatles and Philosophy: Nothing You Can Think that Can't Be Thunk,Michael Baur/Steven Baur/James S. Spiegel
book.book,22515,The Gospel According to the Beatles,Steve Turner
book.book,22538,JPod,Douglas Coupland
book.book,22539,Hairstyles of the Damned,Joe Meno
book.book,22541,Just Visiting This Planet: Merlin Answers More Questions about Everything Under the Sun  Moon  and Stars,Neil deGrasse Tyson/Stephen Tyson
book.book,22542,Merlin's Tour of the Universe,Neil deGrasse Tyson
book.book,22543,Death by Black Hole: And Other Cosmic Quandaries,Neil deGrasse Tyson
book.book,22547,Tales from the Dark Tower,Joseph Vargo/Christine Filipak/Eric Muss-Barnes/Jalone J. Haessig/Joseph Iorillo/Robert Michaels/Russell Novotny/James Pipik
book.book,22549,The Dark Tower (The Dark Tower #7),Stephen King
book.book,22550,The Gunslinger,Stephen King
book.book,22553,Gunslinger Girl  Vol. 1,Yu Aida/Hiroshi Aida
book.book,22554,Gunslinger,Ed Dorn
book.book,22557,Wasteland of Flint,Thomas Harlan
book.book,22559,Cities in Dust (Wasteland #1),Antony Johnston/Christopher Mitten
book.book,22562,Slim to None: A Journey Through the Wasteland of Anorexia Treatment,Jennifer Hendricks/Gordon Hendricks
book.book,22575,Sit  Walk  Stand,Watchman Nee
book.book,22576,Prayers for the Assassin (Assassin Trilogy #1),Robert Ferrigno
book.book,22580,Voices From the Street,Philip K. Dick
book.book,22583,The Minority Report: 18 Classic Stories,Philip K. Dick/James Tiptree Jr.
book.book,22584,Flow My Tears  the Policeman Said,Philip K. Dick
book.book,22586,The Crack in Space,Philip K. Dick
book.book,22590,Ubik,Philip K. Dick/David Alabort/Manuel Espín
book.book,22591,The Best of Philip K. Dick,Philip K. Dick/John Brunner
book.book,22595,Vulcan's Hammer,Philip K. Dick
book.book,22602,Carly's Sound,Ali Vali
book.book,22616,The System of Objects,Jean Baudrillard/James Benedict
book.book,22618,The Intelligence of Evil or the Lucidity Pact,Jean Baudrillard/Chris     Turner
book.book,22620,Introducing Baudrillard,Chris Horrocks/Zoran Jevtić
book.book,22623,Existentialism and Human Emotions,Jean-Paul Sartre
book.book,22624,Nausea,Jean-Paul Sartre/James  Wood/Robert Baldick
book.book,22626,From Socrates to Sartre: The Philosophic Quest,T.Z. Lavine
book.book,22632,The Trial and Death of Socrates (Euthyphro  Apology  Crito  Phaedo (death scene only)),Plato/G.M.A. Grube/John M. Cooper
book.book,22633,The Trial of Queen Caroline: The Scandalous Affair that Nearly Ended a Monarchy,Jane Robins
book.book,22649,Bookends,Jane Green
book.book,22656,Jemima J.: For those who love Faking Friends and My Sweet Revenge by Jane Fallon,Jane Green
book.book,22669,Open House,Elizabeth Berg
book.book,22677,Feeling Better  Getting Better  Staying Better: Profound Self-Help Therapy for Your Emotions,Albert Ellis
book.book,22680,American Sphinx: The Character of Thomas Jefferson,Joseph J. Ellis
book.book,22681,Line Of Vision,David Ellis
book.book,22686,The Other Woman,Jane Green
book.book,22687,No Other Woman (No Other  #2),Shannon Drake
book.book,22690,The Other Woman (Dundee  Idaho  #7),Brenda Novak
book.book,22691,The Other Woman,Ann  O'Leary
book.book,22697,Sins of a Shaker Summer (Sister Rose Callahan  #3),Deborah Woodworth
book.book,22715,InuYasha Ani-Manga  Vol. 1 (Inuyasha Ani-Manga  #1),Rumiko Takahashi
book.book,22718,Pusteblume,Marian Keyes
book.book,22724,¿Quién te lo ha contado?,Marian Keyes
book.book,22725,Une vie de rêve,Marian Keyes
book.book,22726,Por los pelos,Marian Keyes
book.book,22727,Under the Duvet,Marian Keyes
book.book,22733,Rachel se va de viaje (La familia Walsh  #2),Marian Keyes
book.book,22736,Yeats ist tot!,Joseph O'Connor/Diethard Herles/Pauline McLynn/Gerard Stembridge/Frank McCourt/Conor McPherson/Gene Kerrigan/Gina Moxley/Marian Keyes/Anthony Cronin/Owen O'Neill/Hugo Hamilton/Charlie O'Neill/Tom Humphries/Donal O'Kelly
book.book,22739,Le Club de la dernière chance,Marian Keyes
book.book,22741,Les vacances de Rachel (Walsh Family  #2),Marian Keyes/Roxane Azimi
book.book,22743,Rachel se va de viaje (La familia Walsh  #2),Marian Keyes
book.book,22745,Auszeit für Engel Walsh Family  #3),Marian Keyes
book.book,22763,Open House,Elizabeth Berg
book.book,22774,Slightly Settled (Slightly  #2),Wendy Markham
book.book,22784,犬夜叉 8,Rumiko Takahashi
book.book,22786,犬夜叉 7,Rumiko Takahashi
book.book,22789,犬夜叉 24,Rumiko Takahashi
book.book,22799,犬夜叉 28,Rumiko Takahashi
book.book,22801,犬夜叉 4,Rumiko Takahashi
book.book,22802,犬夜叉 22,Rumiko Takahashi
book.book,22803,犬夜叉 26,Rumiko Takahashi
book.book,22804,犬夜叉 12,Rumiko Takahashi
book.book,22805,犬夜叉 17,Rumiko Takahashi
book.book,22807,犬夜叉 14,Rumiko Takahashi
book.book,22816,犬夜叉 10,Rumiko Takahashi
book.book,22817,犬夜叉 1,Rumiko Takahashi
book.book,22820,犬夜叉  27,Rumiko Takahashi
book.book,22821,The Return of Lum  Volume 3: Sweet Revenge (Urusei Yatsura  #4),Rumiko Takahashi
book.book,22822,The Return of Lum  Volume 5: Feudal Furor (Urusei Yatsura  #6),Rumiko Takahashi
book.book,22826,Lamu: Urusei Yatsura  3,Rumiko Takahashi
book.book,22831,The Return of Lum  Volume 1: Urusei Yatsura (Urusei Yatsura  #2),Rumiko Takahashi
book.book,22832,Lum: Urusei Yatsura. Perfect Collection (Urusei Yatsura  #1),Rumiko Takahashi
book.book,22834,らんま½ 12,Rumiko Takahashi
book.book,22835,Ranma 1/2  Vol. 12 (Ranma ½ (US 2nd)  #12),Rumiko Takahashi
book.book,22861,Your and My Secret  Vol. 1,Ai Morinaga
book.book,22867,A Man Rides Through (Mordant's Need  #2),Stephen R. Donaldson
book.book,22868,The One Tree (The Second Chronicles of Thomas Covenant  #2),Stephen R. Donaldson
book.book,22871,The Gap Into Madness: Chaos and Order (Gap  #4),Stephen R. Donaldson
book.book,22874,The Gap Into Vision: Forbidden Knowledge (Gap  #2),Stephen R. Donaldson
book.book,22875,The One Tree (The Second Chronicles of Thomas Covenant  #2),Stephen R. Donaldson
book.book,22877,The Gap Into Power: A Dark and Hungry God Arises (Gap  #3),Stephen R. Donaldson
book.book,22883,Pretty Face  Vol. 1,Yasuhiro Kano
book.book,22885,Not Just a Pretty Face: Dolls and Human Figurines in Alaska Native Cultures,Molly C. Lee/Angela J. Linn/Chase Hensel/James H. Barker
book.book,22888,Just Another Pretty Face (Hollywood Dynasty  #2),Candace Schuler
book.book,22889,Skylight Confessions,Alice Hoffman
book.book,22892,The Foretelling,Alice Hoffman
book.book,22893,Incantation,Alice Hoffman
book.book,22896,Practical Magic (Practical Magic #1),Alice Hoffman
book.book,22898,The Probable Future,Alice Hoffman
book.book,22904,The Complete Stories,Franz Kafka/Nahum N. Glatzer/John Updike/Willa Muir/Edwin Muir/Tania Stern/James Stern/Ernst Kaiser/Eithne Wilkins
book.book,22911,Amerika,Franz Kafka/Willa Muir/Edwin Muir/Klaus Mann/E.L. Doctorow
book.book,22912,Collected Stories,Franz Kafka/Willa Muir/Edwin Muir/Gabriel Josipovici
book.book,22913,Kafka: Toward a Minor Literature,Gilles Deleuze/Félix Guattari/Franz Kafka
book.book,22914,The Annotated Brothers Grimm,Jacob Grimm/Wilhelm Grimm/Maria Tatar/A.S. Byatt/George Cruikshank/Paul Hey/Walter Crane/Warwick Goble/Kay Nielsen/Arthur Rackham
book.book,22915,The Complete Brothers Grimm Fairy Tales,Jacob Grimm/Wilhelm Grimm
book.book,22916,The Complete Fairy Tales of The Brothers Grimm,Jacob Grimm/Wilhelm Grimm/Jack D. Zipes/Johnny Gruelle
book.book,22931,Beyond Innocence (Beyond Duet  #1),Emma Holly
book.book,22932,Emma  Vol. 01,Kaoru Mori/森 薫
book.book,22944,Drum Into Silence (Drums of Chaos  #3),Jo Clayton/Kevin Andrew Murphy
book.book,22945,Dance Down the Stars (Duel of Sorcery: Dancer  #3),Jo Clayton
book.book,22947,Drum Calls (Drums of Chaos  #2),Jo Clayton
book.book,22948,Fire in the Sky (Diadem: Shadowsong  #1),Jo Clayton
book.book,22950,Quester's Endgame,Jo Clayton
book.book,22951,Shadowkill (Diadem: Shadith's Quest  #3),Jo Clayton/Jo Clayton
book.book,22966,Lidia's Family Table,Lidia Matticchio Bastianich/David Nussbaum/Christopher Hirsheimer
book.book,22967,Lidia's Italy,Lidia Matticchio Bastianich/Tanya Bastianich Manuali/David Nussbaum/Christopher Hirsheimer
book.book,22969,La Cucina Di Lidia: Recipes and Memories from Italy's Adriatic Coast,Lidia Matticchio Bastianich/Jay Jacobs
book.book,22991,Blood Wedding and Yerma,Federico García Lorca/W.S. Merwin/Langston Hughes
book.book,22994,Selected Verse,Federico García Lorca/Christopher Maurer
book.book,23000,Operation Wandering Soul,Richard Powers
book.book,23001,Galatea 2.2,Richard Powers
book.book,23002,Three Farmers on Their Way to a Dance,Richard Powers
book.book,23003,Christian Theology: An Introduction,Alister E. McGrath
book.book,23007,The Time of Our Singing,Richard Powers
book.book,23009,The Christian Theology Reader,Alister E. McGrath
book.book,23010,Prisoner's Dilemma,Richard Powers
book.book,23011,In the Beginning: The Story of the King James Bible and How it Changed a Nation  a Language  and a Culture,Alister E. McGrath
book.book,23013,Gain,Richard Powers
book.book,23017,Presidential Power and the Modern Presidents: The Politics of Leadership from Roosevelt to Reagan,Richard E. Neustadt
book.book,23022,The Grotesque,Patrick McGrath
book.book,23023,Port Mungo,Patrick McGrath
book.book,23032,Entre Amis: An Interactive Approach,Michael D. Oates/Larbi Oukada
book.book,23036,Experience,Martin Amis
book.book,23037,Heavy Water and Other Stories,Martin Amis
book.book,23042,Visiting Mrs Nabokov and Other Excursions,Martin Amis
book.book,23045,Intimacy And Other Stories,Hanif Kureishi
book.book,23046,The Buddha of Suburbia,Hanif Kureishi
book.book,23056,Image-Music-Text,Roland Barthes/Stephen Heath
book.book,23057,Camera Lucida: Reflections on Photography,Roland Barthes/Richard Howard
book.book,23060,The Fashion System,Roland Barthes/Matthew    Ward/Richard Howard
book.book,23061,The Responsibility of Forms: Critical Essays on Music  Art  and Representation,Roland Barthes/Richard Howard
book.book,23063,The Pleasure of the Text,Roland Barthes/Richard Miller
book.book,23065,How to Travel with a Salmon & Other Essays,Umberto Eco/William Weaver
book.book,23066,How to Travel with a Salmon and Other Essays,Umberto Eco/William Weaver
book.book,23080,Le Nom de la rose,Umberto Eco/Jean-Noël Schifano
book.book,23114,Os libros arden mal,Manuel Rivas
book.book,23158,The Age of Access: The New Culture of Hypercapitalism  Where All of Life Is a Paid-For Experience,Jeremy Rifkin/Ralph Fowler
book.book,23183,The Book of Questions,Pablo Neruda/William O'Daly
book.book,23186,Bugs for Lunch/Insectos para el almuerzo,Margery Facklam/Sylvia Long/Liliana Valenzuela
book.book,23194,My Story as told by Water: Confessions  Druidic Rants  Reflections  Bird-watchings  Fish-stalkings  Visions  Songs and Prayers Refracting Light  from Living Rivers  in the Age of the Industrial Dark,David James Duncan
book.book,23201,Pilgrims and Other Stories,Elizabeth Gilbert
book.book,23202,The Last American Man,Elizabeth Gilbert
book.book,23203,Pilgrims Pa,Elizabeth Gilbert
book.book,23204,Stern Men,Elizabeth Gilbert
book.book,23206,A Writer's Workbook: Daily Exercises for the Writing Life,Caroline Sharp/Elizabeth Gilbert
book.book,23217,Size 14 Is Not Fat Either (Heather Wells  #2),Meg Cabot
book.book,23218,Missing You (1-800-Where-R-You  #5),Meg Cabot
book.book,23219,Queen of Babble (Queen of Babble  #1),Meg Cabot
book.book,23220,Size 12 Is Not Fat (Heather Wells  #1),Meg Cabot
book.book,23221,How to Be Popular,Meg Cabot
book.book,23222,Valentine Princess (The Princess Diaries  #7.75),Meg Cabot
book.book,23224,Darkest Hour (The Mediator  #4),Meg Cabot
book.book,23226,She Went All the Way,Meg Cabot
book.book,23227,Are We There Yet?,David Levithan
book.book,23228,Boy Meets Boy,David Levithan
book.book,23229,This Is Push: New Stories from the Edge,David Levithan/Patricia McCormick/Matthue Roth/Kevin Waltman/Samantha Schutz/Coe Booth/Eddie de Oliveira/Tanuja Desai Hidier/Kevin Brooks/Chris Wooding/Markus Zusak/Brian James/Kristen Kemp/Eireann Corrigan/Christopher Krovatin/Billy Merrell
book.book,23232,The Realm of Possibility,David Levithan
book.book,23233,Ten Things I Hate about You,David Levithan
book.book,23235,Where We Are  What We See: The Best Young Writers and Artists in America,David Levithan
book.book,23236,Aphrodite's Passion (Superhero Central #2),Julie Kenner
book.book,23237,The Manolo Matrix (Codebreaker Trilogy #2),Julie Kenner
book.book,23238,The Cat's Fancy,Julie Kenner
book.book,23239,Demons Are Forever (Demon-Hunting Soccer Mom  #3),Julie Kenner
book.book,23240,Aphrodite's Secret (Superhero Central #3),Julie Kenner
book.book,23242,The Good Ghouls' Guide to Getting Even (Beth Frasier #1),Julie Kenner
book.book,23243,Aphrodite's Flame (Superhero Central #4),Julie Kenner
book.book,23244,Carpe Demon (Demon-Hunting Soccer Mom  #1),Julie Kenner
book.book,23249,Perfect Circle,Sean Stewart
book.book,23257,The Great Philosophers: An Introduction to Western Philosophy,Bryan Magee/Myles Burnyeat/Martha C. Nussbaum/Anthony Kenny/Bernard Williams/Anthony Quinton/Michael  Ayres/John Passmore/Geoffrey Warnock/Peter Singer/Frederick Charles Copleston/J. P. Stern/Hubert L. Dreyfus/Sidney Morgenbesser/A.J. Ayer/John Rogers Searle
book.book,23260,Talking Philosophy: Dialogues with Fifteen Leading Philosophers,Bryan Magee/Isaiah Berlin/Charles Taylor/Herbert Marcuse/William Barrett/Anthony Quinton/A.J. Ayer/Bernard Williams/R. M. Hare/Willard Van Orman Quine/John Rogers Searle/Noam Chomsky/Hilary Putnam/Ronald Dworkin/Iris Murdoch/Ernest Gellner
book.book,23261,The Story of Philosophy: A Concise Introduction to the World's Greatest Thinkers and Their Ideas,Bryan Magee
book.book,23265,Feminist Measures: Soundings in Poetry and Theory,Lynn Keller/Lynn Keller
book.book,23276,Taxation of Mineral Rents,Ross Garnaut
book.book,23290,Dubliners,James Joyce/Margot Norris/Hans Walter Gabler/Walter Hettche
book.book,23292,Dubliners: Text  Criticism  and Notes,James Joyce/Robert Scholes/A. Walton Litz
book.book,23293,Dubliners,James Joyce/Frank McCourt/Donal Donnelly/Ciaran Hinds/Colm Meaney/Malachy McCourt
book.book,23297,CliffsNotes on Joyce's Dubliners (Cliffs Notes),Adam  Sexton/G. Tubach
book.book,23300,The Door to Time (Ulysses Moore  #1),Pierdomenico Baccalario/Iacopo Bruno/Laura Zuccotti/Leah D. Janeczko/Beth Dunfey
book.book,23303,Ulysses S. Grant: The Unlikely Hero,Michael Korda
book.book,23307,Ulysses S. Grant,Josiah Bunting/Arthur M. Schlesinger Jr.
book.book,23310,Allusions in Ulysses: An Annotated List,Weldon Thornton
book.book,23314,Ulysses Found,Ernle Bradford
book.book,23315,The Scandal of Ulysses: The Life And Afterlife of a Twentieth Century Masterpiece,Bruce Arnold
book.book,23316,Round Ireland with a Fridge,Tony Hawks
book.book,23318,Discovery of the Presence of God: Devotional Nonduality,David R. Hawkins
book.book,23319,Transcending the Levels of Consciousness: The Stairway to Enlightenment,David R. Hawkins
book.book,23322,The Eye of the I: From Which Nothing is Hidden,David R. Hawkins
book.book,23331,Letters to J. D. Salinger,Chris Kubica/Chris Kubica
book.book,23336,J.D. Salinger's Catcher in the Rye (Modern Critical Interpretations),Harold Bloom
book.book,23352,Lord of the Flies,William Golding
book.book,23377,Where Is Baby's Mommy? (A Lift-the-Flap Book),Karen Katz
book.book,23378,Counting Christmas,Karen Katz
book.book,23391,Running from the Deity (Pip & Flinx #11),Alan Dean Foster
book.book,23392,Lost and Found,Alan Dean Foster
book.book,23393,Reunion (Pip & Flinx #8),Alan Dean Foster
book.book,23398,The Dig,Alan Dean Foster
book.book,23404,Regarding the Fountain: A Tale  in Letters  of Liars and Leaks,Kate Klise/M. Sarah Klise
book.book,23410,Pimsleur German Level 1 CD: [Lessons 1-30],Pimsleur Language Programs
book.book,23418,The Architecture of Happiness,Alain de Botton
book.book,23419,The Consolations of Philosophy,Alain de Botton
book.book,23420,How Proust Can Change Your Life,Alain de Botton
book.book,23421,Kiss & Tell,Alain de Botton
book.book,23423,The Consolations of Philosophy,Alain de Botton
book.book,23425,Status Anxiety,Alain de Botton
book.book,23426,On Love,Alain de Botton
book.book,23438,Miracle at St. Anna,James   McBride
book.book,23439,Die Farbe von Wasser,James   McBride
book.book,23453,Dragons of Winter Night (Dragonlance: Chronicles #2),Margaret Weis/Tracy Hickman
book.book,23454,Dragons of Winter Night (Dragonlance: Chronicles  #2),Margaret Weis/Tracy Hickman
book.book,23460,Dragon's Treasure,Elizabeth A. Lynn
book.book,23461,Watchtower (Chronicles of Tornor  #1),Elizabeth A. Lynn
book.book,23468,Letters to a Young Artist,Anna Deavere Smith
book.book,23475,The Hip Chick's Guide to Macrobiotics: A Philosophy for Achieving a Radiant Mind and a Fabulous Body,Jessica Porter/Michio Kushi
book.book,23479,La casa en Mango Street,Sandra Cisneros/Elena Poniatowska
book.book,23491,Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),Harold Bloom/Terry Southern/David H. Goldsmith/James Lundquist/Lawrence R. Broer/Peter J. Reed/Loree Rackstraw/William S. Doxey/Jerome Klinkowitz/Richard Giannone/John L. Simons/Leonard Mustazza/Zoltan Ab di-Nagy/Peter Freese/Wendy B. Faris
book.book,23492,The Dharma Bums,Jack Kerouac/Ann  Douglas
book.book,23503,The Alchemist's Daughter,Katharine McMahon
book.book,23504,The Art of Fullmetal Alchemist: The Anime,Hiromu Arakawa/Akira Watanabe/Eric Searleman
book.book,23506,Fullmetal Alchemist  Vol. 11 (Fullmetal Alchemist  #11),Hiromu Arakawa/Akira Watanabe
book.book,23512,Astronomy Today,Eric Chaisson/Steve McMillan
book.book,23515,Astronomy For Dummies,Stephen P. Maran
book.book,23516,Astronomy: A Self-Teaching Guide,Dinah L. Moché
book.book,23517,Astronomy: A Beginner's Guide to the Universe,Eric Chaisson/Steve McMillan
book.book,23518,Bad Astronomy,Philip Plait
book.book,23520,The Complete World of Greek Mythology,Richard Buxton
book.book,23521,Mythology: Timeless Tales of Gods and Heroes,Edith Hamilton
book.book,23522,Mythology,Edith Hamilton/Steele Savage
book.book,23524,Mythology: The DC Comics Art of Alex Ross,Alex Ross/Geoff Spear/Chip Kidd
book.book,23525,Norse Mythology: A Guide to the Gods  Heroes  Rituals  and Beliefs,John Lindow
book.book,23526,Classic Myths to Read Aloud: The Great Stories of Greek and Roman Mythology  Specially Arranged for Children Five and Up by an Educational Expert,William F. Russell
book.book,23533,Snapshots From Hell: The Making Of An MBA,Peter M. Robinson
book.book,23545,Watchmen on the Walls,Hannah Hurnard
book.book,23547,America (The Book): A Citizen's Guide to Democracy Inaction  (Teacher's Edition),Jon   Stewart/Scott C. Jacobson
book.book,23548,The Children's Book of America,William J. Bennett/Michael Hague
book.book,23549,The Journal of Scott Pendleton Collins: A World War 2 Soldier,Walter Dean Myers
book.book,23552,The New Big Book of America,Todd Davis/Marc Frey
book.book,23558,Awake in the Dark: The Best of Roger Ebert,Roger Ebert/David Bordwell
book.book,23563,"Ebert's ""Bigger"" Little Movie Glossary",Roger Ebert/Ray Ebert
book.book,23573,The Perfect London Walk,Roger Ebert/Daniel Curley/Jack Lane
book.book,23576,The Truth with Jokes,Al Franken
book.book,23577,Lies & the Lying Liars Who Tell Them: A Fair & Balanced Look at the Right,Al Franken
book.book,23581,"Still More George W. Bushisms: ""Neither in French nor in English nor in Mexican""",Jacob Weisberg/Al Franken
book.book,23582,You're Good Enough  You're Smart Enough  & Doggone It  People Like You!,Al Franken
book.book,23584,I'm Good Enough  I'm Smart Enough  & Doggone It  People Like Me!,Al Franken/Melody Beattie/Stuart Smalley
book.book,23588,J.R.R. Tolkien: Artist and Illustrator,Wayne G. Hammond/Christina Scull/J.R.R. Tolkien
book.book,23589,The J.R.R. Tolkien Companion and Guide,Christina Scull/Wayne G. Hammond
book.book,23591,The Children of Húrin,J.R.R. Tolkien/Christopher Tolkien/Alan  Lee
book.book,23596,Tales Before Tolkien: The Roots of Modern Fantasy,Douglas A. Anderson/Frank R. Stockton/Ludwig Tieck/Richard Garnett/H. Rider Haggard/Andrew Lang/William Hope Hodgson/E.A. Wyke-Smith/David  Lindsay/Clemence Housman/George MacDonald/Arthur Machen/A. Merritt/L. Frank Baum/Kenneth Morris/William Morris/James Branch Cabell/Lord Dunsany/Francis Stevens/E.H. Knatchbull-Hugessen/E. Nesbit
book.book,23598,The J.R.R. Tolkien Companion and Guide  Volume 1: Chronology,Christina Scull/Wayne G. Hammond
book.book,23600,Sauron Defeated: The History of The Lord of the Rings  Part Four (The History of Middle-Earth  #9),J.R.R. Tolkien/Christopher Tolkien
book.book,23601,The J.R.R. Tolkien Companion and Guide  Volume 2: Reader's Guide,Wayne G. Hammond/Wayne G. Hammond
book.book,23603,Tales from the Perilous Realm,J.R.R. Tolkien
book.book,23608,Tolkien: Man and Myth: A Literary Life,Joseph Pearce
book.book,23617,Roverandom,J.R.R. Tolkien/Christina Scull/Wayne G. Hammond
book.book,23625,The History of Middle-Earth Index (The History of Middle-Earth  #13),J.R.R. Tolkien/Christopher Tolkien
book.book,23627,The Lost Road and Other Writings (The History of Middle-earth  #5),J.R.R. Tolkien/Christopher Tolkien
book.book,23637,Tolkien's Modern Middle Ages,Jane Chance/Alfred Siewers
book.book,23640,Understanding The Lord of the Rings: The Best of Tolkien Criticism,Rose A. Zimbardo/Neil D. Isaacs
book.book,23643,Faërie,J.R.R. Tolkien/Francis Ledoux
book.book,23653,The Hobbit  or  There and Back Again,J.R.R. Tolkien/Alan  Lee
book.book,23685,Ranma 1/2  Vol. 36 (Ranma ½ (US 2nd)  #36),Rumiko Takahashi
book.book,23686,Ranma ½  Vol. 1 (Ranma ½ (US 2nd)  #1),Rumiko Takahashi
book.book,23689,Ranma 1/2  Vol. 35 (Ranma ½ (US 2nd)  #35),Rumiko Takahashi
book.book,23692,Ranma 1/2  Vol. 34 (Ranma ½ (US 2nd)  #34),Rumiko Takahashi
book.book,23693,Ranma 1/2  Vol. 7 (Ranma ½ (US 2nd)  #7),Rumiko Takahashi
book.book,23697,Mermaid Saga  Vol. 2,Rumiko Takahashi
book.book,23700,The Mermaids Singing,Lisa Carey
book.book,23703,Maison Ikkoku  Volume 15 (Maison Ikkoku  #15),Rumiko Takahashi
book.book,23704,Maison Ikkoku  Volume 14 (Maison Ikkoku  #14),Rumiko Takahashi
book.book,23706,Maison Ikkoku  Volume 12 (Maison Ikkoku  #12),Rumiko Takahashi
book.book,23707,Maison Ikkoku  Volume 5 (Maison Ikkoku  #5),Rumiko Takahashi
book.book,23708,Maison Ikkoku  Volume 6 (Maison Ikkoku  #6),Rumiko Takahashi
book.book,23709,Maison Ikkoku  Volume 11 (Maison Ikkoku  #11),Rumiko Takahashi
book.book,23710,Maison Ikkoku  Volume 9 (Maison Ikkoku  #9),Rumiko Takahashi
book.book,23717,Rumic World Trilogy  Volume 3 (Rumic World Trilogy  #3),Rumiko Takahashi
book.book,23720,Nausicaä of the Valley of the Wind  Vol. 4 (Nausicaä of the Valley of the Wind  #4),Hayao Miyazaki/David Lewis/Toren Smith/Kaori Inoue/Joe Yamazaki/Walden Wong/Izumi Evers
book.book,23721,Nausicaä of the Valley of the Wind  Vol. 6 (Nausicaä of the Valley of the Wind  #6),Hayao Miyazaki/Matt Thorn/Kaori Inoue/Joe Yamazaki/Walden Wong/Izumi Evers
book.book,23722,Nausicaä of the Valley of the Wind  Vol. 5 (Nausicaä of the Valley of the Wind  #5),Hayao Miyazaki/Matt Thorn/Kaori Inoue/Joe Yamazaki/Walden Wong/Izumi Evers
book.book,23724,Nausicaä of the Valley of the Wind  Vol. 7 (Nausicaä of the Valley of the Wind  #7),Hayao Miyazaki/Matt Thorn/Kaori Inoue/Joe Yamazaki/Walden Wong/Izumi Evers
book.book,23734,Nausicaä De La Vallée Du Vent  Tome 4,Hayao Miyazaki
book.book,23740,Nausicaä de la vallée du vent  tome 3,Hayao Miyazaki
book.book,23751,Homer's Daughter,Robert Graves
book.book,23753,The Absolute Sandman  Volume One,Neil Gaiman/Mike Dringenberg/Chris Bachalo/Michael Zulli/Kelly Jones/Charles Vess/Colleen Doran/Malcolm Jones III/Steve Parkhouse/Daniel Vozzo/Lee Loughridge/Steve Oliff/Todd Klein/Dave McKean/Sam Kieth
book.book,23754,Preludes & Nocturnes (The Sandman  #1),Neil Gaiman/Sam Kieth/Mike Dringenberg/Malcolm Jones III/Todd Klein/Karen  Berger
book.book,23756,Berlin Diary: The Journal of a Foreign Correspondent 1934-1941,William L. Shirer/Gordon A. Craig
book.book,23757,This Is Berlin: Reporting from Nazi Germany 1938-40,William L. Shirer/John Keegan/Inga Shirer Dean
book.book,23758,The Nightmare Years: 1930-40 (20th Century Journey  #2),William L. Shirer
book.book,23763,The Collapse of the Third Republic,William L. Shirer
book.book,23774,Something Borrowed (Darcy & Rachel  #1),Emily Giffin
book.book,23777,Something Borrowed  Something Blue,Elaine Barbieri/Constance O'Banyon/Evelyn Rogers/Bobbi Smith
book.book,23784,The Major Plays,Anton Chekhov/Ann Dunnigan/Rosamund Bartlett/Robert Brustein
book.book,23785,The Complete Plays,Anton Chekhov/Laurence Senelick
book.book,23788,Anton Chekhov's Selected Plays,Anton Chekhov/Laurence Senelick
book.book,23790,Short Stories,Anton Chekhov/Ralph E. Matlaw
book.book,23791,Ward No. 6 and Other Stories,Anton Chekhov/David Plante/Constance Garnett
book.book,23793,The Dark Descent,David G. Hartwell/Clive Barker/Ray Bradbury/John Collier/Shirley Jackson/Stephen King/Joyce Carol Oates
book.book,23796,The Medusa in the Shield,David G. Hartwell/Robert Aickman/Charlotte Perkins Gilman/William Faulkner/Robert Smythe Hichens/Richard Matheson/Joanna Russ/Dennis Etchison/D.H. Lawrence/Tanith Lee/Flannery O'Connor/Ramsey Campbell/Thomas M. Disch/Henry James/Theodore Sturgeon/Clive Barker/Edgar Allan Poe/Stephen King/Michael  Bishop/H.P. Lovecraft/J. Sheridan Le Fanu
book.book,23797,A Fabulous  Formless Darkness,David G. Hartwell/Fritz Leiber/Fitz-James O'Brien/Shirley Jackson/Ambrose Bierce/Edith Wharton/Algernon Blackwood/Thomas M. Disch/Robert Aickman/Philip K. Dick/Gene Wolfe/Charles Dickens/Stephen King/Joyce Carol Oates/Walter de la Mare/Ivan Turgenev/Robert W. Chambers/Oliver Onions
book.book,23799,The Dark Descent  Vol 1: The Color of Evil,David G. Hartwell
book.book,23801,Bargaining for Advantage: Negotiation Strategies for Reasonable People,G. Richard Shell
book.book,23802,Bargaining for Advantage: Negotiation Strategies for Reasonable People,G. Richard Shell
book.book,23809,The Silence of the Lambs and Red Dragon,Thomas  Harris
book.book,23811,The Silence of the Lambs,Yvonne Tasker
book.book,23814,King Solomon's Mines (Allan Quatermain  #1),H. Rider Haggard
book.book,23816,Mine  All Mine!: A Book About Pronouns,Ruth Heller
book.book,23818,A Faith Like Mine,Laura Buller/D.K. Publishing
book.book,23824,Speaks the Nightbird (Matthew Corbett  #1),Robert R. McCammon
book.book,23827,The Bishop's Boys: A Life of Wilbur and Orville Wright,Tom D. Crouch
